identificador_contrato;fechahora;categoria;id_signo;importe;client_type
ES0081765987321048123456;23/05/2023 1:00;RESTAURANTES BARES Y CAFETERÍAS;-1;369.044951;Increasing Salary Worker
ES0081765987321048123456;05/06/2023 9:00;NOMINA;1;10208.33333;Increasing Salary Worker
ES0081765987321048123456;06/06/2023 4:00;ROPA Y CALZADO;-1;230.6707963;Increasing Salary Worker
ES0081765987321048123456;06/06/2023 10:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;481.2292028;Increasing Salary Worker
ES0081765987321048123456;08/06/2023 21:00;ENERGÍA Y GAS;-1;287.4967496;Increasing Salary Worker
ES0081765987321048123456;12/06/2023 19:00;PENSION ALIMENTICIA;1;1750.534147;Increasing Salary Worker
ES0081765987321048123456;17/06/2023 0:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;360.9522839;Increasing Salary Worker
ES0081765987321048123456;17/06/2023 11:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;227.6056607;Increasing Salary Worker
ES0081765987321048123456;18/06/2023 12:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;93.92535117;Increasing Salary Worker
ES0081765987321048123456;02/07/2023 17:00;PENSION ALIMENTICIA;1;1714.497595;Increasing Salary Worker
ES0081765987321048123456;05/07/2023 9:00;NOMINA;1;10250;Increasing Salary Worker
ES0081765987321048123456;07/07/2023 8:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;465.8503125;Increasing Salary Worker
ES0081765987321048123456;07/07/2023 17:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;260.626627;Increasing Salary Worker
ES0081765987321048123456;09/07/2023 16:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;106.0247802;Increasing Salary Worker
ES0081765987321048123456;14/07/2023 13:00;ENERGÍA Y GAS;-1;83.65696904;Increasing Salary Worker
ES0081765987321048123456;15/07/2023 16:00;ENERGÍA Y GAS;-1;343.03911;Increasing Salary Worker
ES0081765987321048123456;18/07/2023 7:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;463.6254529;Increasing Salary Worker
ES0081765987321048123456;19/07/2023 17:00;ENERGÍA Y GAS;-1;455.2244226;Increasing Salary Worker
ES0081765987321048123456;20/07/2023 9:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;305.2601597;Increasing Salary Worker
ES0081765987321048123456;26/07/2023 7:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;275.3169845;Increasing Salary Worker
ES0081765987321048123456;31/07/2023 14:00;PENSION ALIMENTICIA;1;606.9972349;Increasing Salary Worker
ES0081765987321048123456;04/08/2023 3:00;TRANSPORTE TREN;-1;758.6005548;Increasing Salary Worker
ES0081765987321048123456;05/08/2023 9:00;NOMINA;1;10291.66667;Increasing Salary Worker
ES0081765987321048123456;08/08/2023 21:00;ROPA Y CALZADO;-1;301.4567185;Increasing Salary Worker
ES0081765987321048123456;09/08/2023 7:00;PENSION ALIMENTICIA;1;1671.206899;Increasing Salary Worker
ES0081765987321048123456;16/08/2023 4:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;403.2872044;Increasing Salary Worker
ES0081765987321048123456;18/08/2023 7:00;ENERGÍA Y GAS;-1;397.431645;Increasing Salary Worker
ES0081765987321048123456;20/08/2023 16:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;240.1830734;Increasing Salary Worker
ES0081765987321048123456;23/08/2023 9:00;ROPA Y CALZADO;-1;105.2926492;Increasing Salary Worker
ES0081765987321048123456;24/08/2023 17:00;PRESTAMO;-1;394.8153844;Increasing Salary Worker
ES0081765987321048123456;26/08/2023 7:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;185.5423126;Increasing Salary Worker
ES0081765987321048123456;28/08/2023 4:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;459.7960044;Increasing Salary Worker
ES0081765987321048123456;03/09/2023 0:00;PENSION ALIMENTICIA;1;1098.840038;Increasing Salary Worker
ES0081765987321048123456;04/09/2023 4:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;475.3563138;Increasing Salary Worker
ES0081765987321048123456;05/09/2023 9:00;NOMINA;1;10333.33333;Increasing Salary Worker
ES0081765987321048123456;08/09/2023 8:00;ENERGÍA Y GAS;-1;207.9454912;Increasing Salary Worker
ES0081765987321048123456;08/09/2023 17:00;ENERGÍA Y GAS;-1;211.5555471;Increasing Salary Worker
ES0081765987321048123456;10/09/2023 7:00;ROPA Y CALZADO;-1;421.5278169;Increasing Salary Worker
ES0081765987321048123456;19/09/2023 14:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;488.2771634;Increasing Salary Worker
ES0081765987321048123456;21/09/2023 20:00;ROPA Y CALZADO;-1;294.6971275;Increasing Salary Worker
ES0081765987321048123456;26/09/2023 11:00;ROPA Y CALZADO;-1;70.37229387;Increasing Salary Worker
ES0081765987321048123456;26/09/2023 15:00;ENERGÍA Y GAS;-1;123.8783536;Increasing Salary Worker
ES0081765987321048123456;05/10/2023 9:00;NOMINA;1;10375;Increasing Salary Worker
ES0081765987321048123456;07/10/2023 12:00;ENERGÍA Y GAS;-1;370.2207673;Increasing Salary Worker
ES0081765987321048123456;12/10/2023 10:00;ROPA Y CALZADO;-1;455.8895638;Increasing Salary Worker
ES0081765987321048123456;14/10/2023 8:00;ROPA Y CALZADO;-1;160.2480232;Increasing Salary Worker
ES0081765987321048123456;15/10/2023 14:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;245.739203;Increasing Salary Worker
ES0081765987321048123456;16/10/2023 7:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;122.9997898;Increasing Salary Worker
ES0081765987321048123456;20/10/2023 8:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;400.0646038;Increasing Salary Worker
ES0081765987321048123456;22/10/2023 18:00;ENERGÍA Y GAS;-1;423.1188643;Increasing Salary Worker
ES0081765987321048123456;25/10/2023 20:00;PENSION ALIMENTICIA;1;767.2642976;Increasing Salary Worker
ES0081765987321048123456;27/10/2023 18:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;209.3324848;Increasing Salary Worker
ES0081765987321048123456;02/11/2023 11:00;ENERGÍA Y GAS;-1;224.4321778;Increasing Salary Worker
ES0081765987321048123456;03/11/2023 11:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;452.4117088;Increasing Salary Worker
ES0081765987321048123456;03/11/2023 16:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;203.378273;Increasing Salary Worker
ES0081765987321048123456;04/11/2023 14:00;ENERGÍA Y GAS;-1;143.5149214;Increasing Salary Worker
ES0081765987321048123456;05/11/2023 9:00;NOMINA;1;10416.66667;Increasing Salary Worker
ES0081765987321048123456;13/11/2023 18:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;312.2263624;Increasing Salary Worker
ES0081765987321048123456;20/11/2023 10:00;ROPA Y CALZADO;-1;108.6265962;Increasing Salary Worker
ES0081765987321048123456;23/11/2023 12:00;PENSION ALIMENTICIA;1;1197.475947;Increasing Salary Worker
ES0081765987321048123456;26/11/2023 1:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;249.8330518;Increasing Salary Worker
ES0081765987321048123456;27/11/2023 2:00;EDUCACIÓN;-1;414.8164381;Increasing Salary Worker
ES0081765987321048123456;02/12/2023 12:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;472.9413426;Increasing Salary Worker
ES0081765987321048123456;05/12/2023 9:00;NOMINA;1;10458.33333;Increasing Salary Worker
ES0081765987321048123456;05/12/2023 15:00;PENSION ALIMENTICIA;1;644.975059;Increasing Salary Worker
ES0081765987321048123456;10/12/2023 14:00;ENERGÍA Y GAS;-1;383.1576065;Increasing Salary Worker
ES0081765987321048123456;12/12/2023 19:00;ROPA Y CALZADO;-1;362.3206486;Increasing Salary Worker
ES0081765987321048123456;13/12/2023 20:00;ROPA Y CALZADO;-1;440.1452629;Increasing Salary Worker
ES0081765987321048123456;25/12/2023 1:00;ENERGÍA Y GAS;-1;219.4316467;Increasing Salary Worker
ES0081765987321048123456;04/01/2024 12:00;ROPA Y CALZADO;-1;491.5617894;Increasing Salary Worker
ES0081765987321048123456;04/01/2024 22:00;ROPA Y CALZADO;-1;113.6603377;Increasing Salary Worker
ES0081765987321048123456;05/01/2024 9:00;NOMINA;1;10500;Increasing Salary Worker
ES0081765987321048123456;08/01/2024 7:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;176.4924549;Increasing Salary Worker
ES0081765987321048123456;09/01/2024 3:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;302.2966119;Increasing Salary Worker
ES0081765987321048123456;16/01/2024 17:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;421.181705;Increasing Salary Worker
ES0081765987321048123456;18/01/2024 1:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;85.726912;Increasing Salary Worker
ES0081765987321048123456;21/01/2024 2:00;PENSION ALIMENTICIA;1;1471.350471;Increasing Salary Worker
ES0081765987321048123456;22/01/2024 18:00;ENERGÍA Y GAS;-1;135.6228998;Increasing Salary Worker
ES0081765987321048123456;24/01/2024 6:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;92.14782439;Increasing Salary Worker
ES0081765987321048123456;02/02/2024 15:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;178.6077874;Increasing Salary Worker
ES0081765987321048123456;05/02/2024 9:00;NOMINA;1;10541.66667;Increasing Salary Worker
ES0081765987321048123456;05/02/2024 13:00;PENSION ALIMENTICIA;1;760.9805038;Increasing Salary Worker
ES0081765987321048123456;05/02/2024 19:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;468.2363776;Increasing Salary Worker
ES0081765987321048123456;12/02/2024 10:00;ENERGÍA Y GAS;-1;107.6999339;Increasing Salary Worker
ES0081765987321048123456;14/02/2024 15:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;290.0979027;Increasing Salary Worker
ES0081765987321048123456;15/02/2024 4:00;ROPA Y CALZADO;-1;66.89355548;Increasing Salary Worker
ES0081765987321048123456;16/02/2024 8:00;ENERGÍA Y GAS;-1;247.856387;Increasing Salary Worker
ES0081765987321048123456;03/03/2024 12:00;ENERGÍA Y GAS;-1;380.0726334;Increasing Salary Worker
ES0081765987321048123456;04/03/2024 6:00;ROPA Y CALZADO;-1;211.0565825;Increasing Salary Worker
ES0081765987321048123456;05/03/2024 9:00;NOMINA;1;10583.33333;Increasing Salary Worker
ES0081765987321048123456;10/03/2024 4:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;279.9798619;Increasing Salary Worker
ES0081765987321048123456;22/03/2024 0:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;472.7924996;Increasing Salary Worker
ES0081765987321048123456;22/03/2024 5:00;PENSION ALIMENTICIA;1;1650.952159;Increasing Salary Worker
ES0081765987321048123456;27/03/2024 15:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;252.268222;Increasing Salary Worker
ES0081765987321048123456;03/04/2024 5:00;ENERGÍA Y GAS;-1;413.39218;Increasing Salary Worker
ES0081765987321048123456;04/04/2024 4:00;ENERGÍA Y GAS;-1;455.3861717;Increasing Salary Worker
ES0081765987321048123456;04/04/2024 22:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;440.897205;Increasing Salary Worker
ES0081765987321048123456;05/04/2024 9:00;NOMINA;1;10625;Increasing Salary Worker
ES0081765987321048123456;05/04/2024 19:00;PENSION ALIMENTICIA;1;580.1138413;Increasing Salary Worker
ES0081765987321048123456;14/04/2024 19:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;222.8484657;Increasing Salary Worker
ES0081765987321048123456;17/04/2024 15:00;ENERGÍA Y GAS;-1;279.6814436;Increasing Salary Worker
ES0081765987321048123456;18/04/2024 9:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;345.9307869;Increasing Salary Worker
ES0081765987321048123456;21/04/2024 17:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;357.6229315;Increasing Salary Worker
ES0081765987321048123456;27/04/2024 0:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;340.7882898;Increasing Salary Worker
ES0081765987321048123456;04/05/2024 21:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;221.7497228;Increasing Salary Worker
ES0081765987321048123456;04/05/2024 22:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;400.1637417;Increasing Salary Worker
ES0081765987321048123456;05/05/2024 9:00;NOMINA;1;10666.66667;Increasing Salary Worker
ES0081765987321048123456;05/05/2024 12:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;159.0194035;Increasing Salary Worker
ES0081765987321048123456;05/05/2024 18:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;67.7453043;Increasing Salary Worker
ES0081765987321048123456;12/05/2024 0:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;258.8276274;Increasing Salary Worker
ES0081765987321048123456;18/05/2024 16:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;144.0559001;Increasing Salary Worker
ES0081765987321048123456;23/05/2024 19:00;ENERGÍA Y GAS;-1;316.955667;Increasing Salary Worker
ES0081765987321048123456;24/05/2024 6:00;PENSION ALIMENTICIA;1;811.9893356;Increasing Salary Worker
ES0081765987321048123456;24/05/2024 18:00;ENERGÍA Y GAS;-1;105.9342492;Increasing Salary Worker
ES0081765987321048123456;05/06/2024 9:00;NOMINA;1;10708.33333;Increasing Salary Worker
ES0081765987321048123456;05/06/2024 15:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;335.9207832;Increasing Salary Worker
ES0081765987321048123456;06/06/2024 21:00;ENERGÍA Y GAS;-1;496.6261347;Increasing Salary Worker
ES0081765987321048123456;07/06/2024 13:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;90.17641147;Increasing Salary Worker
ES0081765987321048123456;12/06/2024 10:00;ROPA Y CALZADO;-1;489.5742891;Increasing Salary Worker
ES0081765987321048123456;16/06/2024 21:00;ENERGÍA Y GAS;-1;215.7392909;Increasing Salary Worker
ES0081765987321048123456;18/06/2024 21:00;ENERGÍA Y GAS;-1;217.1314272;Increasing Salary Worker
ES0081765987321048123456;20/06/2024 0:00;PENSION ALIMENTICIA;1;1592.499985;Increasing Salary Worker
ES0081765987321048123456;21/06/2024 3:00;RENTING/LEASING;-1;373.4865649;Increasing Salary Worker
ES0081765987321048123456;22/06/2024 16:00;ENERGÍA Y GAS;-1;387.2686062;Increasing Salary Worker
ES0081765987321048123456;24/06/2024 18:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;100.8498796;Increasing Salary Worker
ES0081765987321048123456;28/06/2024 9:00;ENERGÍA Y GAS;-1;277.7244796;Increasing Salary Worker
ES0081765987321048123456;05/07/2024 9:00;NOMINA;1;10750;Increasing Salary Worker
ES0081765987321048123456;18/07/2024 7:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;237.8730845;Increasing Salary Worker
ES0081765987321048123456;21/07/2024 9:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;144.667783;Increasing Salary Worker
ES0081765987321048123456;22/07/2024 13:00;ENERGÍA Y GAS;-1;146.6821226;Increasing Salary Worker
ES0081765987321048123456;22/07/2024 21:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;347.6148336;Increasing Salary Worker
ES0081765987321048123456;23/07/2024 0:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;107.2183429;Increasing Salary Worker
ES0081765987321048123456;23/07/2024 13:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;286.4743683;Increasing Salary Worker
ES0081765987321048123456;25/07/2024 15:00;ROPA Y CALZADO;-1;236.8778045;Increasing Salary Worker
ES0081765987321048123456;26/07/2024 4:00;JOYAS Y COMPLEMENTOS;-1;866.4945355;Increasing Salary Worker
ES0081765987321048123456;26/07/2024 19:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;200.2165424;Increasing Salary Worker
ES0081765987321048123456;28/07/2024 17:00;PENSION ALIMENTICIA;1;713.8832711;Increasing Salary Worker
ES0081765987321048123456;05/08/2024 8:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;415.0728781;Increasing Salary Worker
ES0081765987321048123456;05/08/2024 9:00;NOMINA;1;10791.66667;Increasing Salary Worker
ES0081765987321048123456;07/08/2024 10:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;69.76633418;Increasing Salary Worker
ES0081765987321048123456;07/08/2024 10:00;PENSION ALIMENTICIA;1;1802.594054;Increasing Salary Worker
ES0081765987321048123456;12/08/2024 10:00;CRIPTOMONEDAS;-1;947.066002;Increasing Salary Worker
ES0081765987321048123456;18/08/2024 10:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;99.19336438;Increasing Salary Worker
ES0081765987321048123456;26/08/2024 22:00;ENERGÍA Y GAS;-1;230.1464946;Increasing Salary Worker
ES0081765987321048123456;27/08/2024 22:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;203.8990298;Increasing Salary Worker
ES0081765987321048123456;05/09/2024 9:00;NOMINA;1;10833.33333;Increasing Salary Worker
ES0081765987321048123456;05/09/2024 22:00;ENERGÍA Y GAS;-1;459.6276808;Increasing Salary Worker
ES0081765987321048123456;08/09/2024 18:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;365.5558701;Increasing Salary Worker
ES0081765987321048123456;11/09/2024 9:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;114.1977138;Increasing Salary Worker
ES0081765987321048123456;13/09/2024 3:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;402.1092591;Increasing Salary Worker
ES0081765987321048123456;13/09/2024 13:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;249.9688108;Increasing Salary Worker
ES0081765987321048123456;16/09/2024 3:00;ENERGÍA Y GAS;-1;424.6649751;Increasing Salary Worker
ES0081765987321048123456;17/09/2024 14:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;305.0337236;Increasing Salary Worker
ES0081765987321048123456;21/09/2024 5:00;ENERGÍA Y GAS;-1;237.9141317;Increasing Salary Worker
ES0081765987321048123456;25/09/2024 7:00;PENSION ALIMENTICIA;1;945.4152405;Increasing Salary Worker
ES0081765987321048123456;04/10/2024 3:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;131.2741814;Increasing Salary Worker
ES0081765987321048123456;05/10/2024 3:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;472.2875077;Increasing Salary Worker
ES0081765987321048123456;05/10/2024 9:00;NOMINA;1;10875;Increasing Salary Worker
ES0081765987321048123456;06/10/2024 3:00;ROPA Y CALZADO;-1;402.1595686;Increasing Salary Worker
ES0081765987321048123456;07/10/2024 0:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;230.7269977;Increasing Salary Worker
ES0081765987321048123456;13/10/2024 19:00;ENERGÍA Y GAS;-1;137.2588366;Increasing Salary Worker
ES0081765987321048123456;17/10/2024 5:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;256.3034846;Increasing Salary Worker
ES0081765987321048123456;17/10/2024 8:00;PRESTAMO;-1;450.0018918;Increasing Salary Worker
ES0081765987321048123456;18/10/2024 11:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;404.9931214;Increasing Salary Worker
ES0081765987321048123456;19/10/2024 19:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;180.3351387;Increasing Salary Worker
ES0081765987321048123456;24/10/2024 19:00;PENSION ALIMENTICIA;1;1229.791232;Increasing Salary Worker
ES0081765987321048123456;28/10/2024 19:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;242.0239272;Increasing Salary Worker
ES0081765987321048123456;03/11/2024 17:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;425.5285796;Increasing Salary Worker
ES0081765987321048123456;05/11/2024 9:00;NOMINA;1;10916.66667;Increasing Salary Worker
ES0081765987321048123456;05/11/2024 18:00;ROPA Y CALZADO;-1;453.8919285;Increasing Salary Worker
ES0081765987321048123456;12/11/2024 11:00;ENERGÍA Y GAS;-1;328.4736111;Increasing Salary Worker
ES0081765987321048123456;14/11/2024 2:00;ROPA Y CALZADO;-1;212.9675232;Increasing Salary Worker
ES0081765987321048123456;16/11/2024 20:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;376.3194381;Increasing Salary Worker
ES0081765987321048123456;16/11/2024 20:00;REGALOS;-1;585.3046912;Increasing Salary Worker
ES0081765987321048123456;24/11/2024 10:00;ENERGÍA Y GAS;-1;126.7445242;Increasing Salary Worker
ES0081765987321048123456;25/11/2024 9:00;PENSION ALIMENTICIA;1;824.8449122;Increasing Salary Worker
ES0081765987321048123456;05/12/2024 9:00;NOMINA;1;10958.33333;Increasing Salary Worker
ES0081765987321048123456;05/12/2024 14:00;OCIO Y CULTURA;-1;299.8037724;Increasing Salary Worker
ES0081765987321048123456;08/12/2024 8:00;ROPA Y CALZADO;-1;444.568388;Increasing Salary Worker
ES0081765987321048123456;09/12/2024 8:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;352.6112651;Increasing Salary Worker
ES0081765987321048123456;10/12/2024 15:00;PENSION ALIMENTICIA;1;1297.869273;Increasing Salary Worker
ES0081765987321048123456;17/12/2024 10:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;377.3242045;Increasing Salary Worker
ES0081765987321048123456;20/12/2024 16:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;431.1432643;Increasing Salary Worker
ES0081765987321048123456;24/12/2024 21:00;ENERGÍA Y GAS;-1;285.8017562;Increasing Salary Worker
ES0081765987321048123456;05/01/2025 9:00;NOMINA;1;11000;Increasing Salary Worker
ES0081765987321048123456;06/01/2025 12:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;229.3714053;Increasing Salary Worker
ES0081765987321048123456;07/01/2025 19:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;293.6116324;Increasing Salary Worker
ES0081765987321048123456;08/01/2025 20:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;164.9253206;Increasing Salary Worker
ES0081765987321048123456;10/01/2025 8:00;PENSION ALIMENTICIA;1;1881.309186;Increasing Salary Worker
ES0081765987321048123456;12/01/2025 8:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;98.63495555;Increasing Salary Worker
ES0081765987321048123456;17/01/2025 21:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;295.8608396;Increasing Salary Worker
ES0081765987321048123456;18/01/2025 20:00;SUPERMERCADOS, PEQUEÑO COMERCIO;-1;245.7735603;Increasing Salary Worker
ES0081765987321048123456;28/01/2025 10:00;ENERGÍA Y GAS;-1;417.5663481;Increasing Salary Worker
ES0081765987321048123456;05/02/2025 9:00;NOMINA;1;11041.66667;Increasing Salary Worker
ES0081765987321048123456;07/02/2025 19:00;ENERGÍA Y GAS;-1;123.7530438;Increasing Salary Worker
ES0081765987321048123456;09/02/2025 19:00;ENERGÍA Y GAS;-1;107.0867293;Increasing Salary Worker
ES0081765987321048123456;13/02/2025 3:00;ENERGÍA Y GAS;-1;127.3435253;Increasing Salary Worker
