identificador_contrato;fechahora;categoria;id_signo;importe;client_type
ES0081123456789012345678;2024-09-26 10:00:00;ENERGÍA Y GAS;-1;529.15;Heavy Investor
ES0081765987321048123456;2023-01-09 12:00:00;ENERGÍA Y GAS;-1;446.58;Increasing Salary Worker
ES0081765987321048123456;2023-02-06 12:00:00;ENERGÍA Y GAS;-1;117.91;Increasing Salary Worker
ES0081765987321048123456;2023-03-10 14:00:00;ENERGÍA Y GAS;-1;152.00;Increasing Salary Worker
ES0081765987321048123456;2023-04-10 14:00:00;ENERGÍA Y GAS;-1;134.00;Increasing Salary Worker
ES0081765987321048123456;2023-05-03 12:00:00;ENERGÍA Y GAS;-1;62.65;Increasing Salary Worker
ES0081765987321048123456;2023-05-09 12:00:00;ENERGÍA Y GAS;-1;89.00;Increasing Salary Worker
ES0081765987321048123456;2023-06-08 21:00:00;ENERGÍA Y GAS;-1;100.00;Increasing Salary Worker
ES0081765987321048123456;2023-07-14 13:00:00;ENERGÍA Y GAS;-1;640.00;Increasing Salary Worker
ES0081765987321048123456;2023-08-18 07:00:00;ENERGÍA Y GAS;-1;397.43;Increasing Salary Worker
ES0081765987321048123456;2023-09-26 15:00:00;ENERGÍA Y GAS;-1;123.88;Increasing Salary Worker
ES0081765987321048123456;2023-10-07 12:00:00;ENERGÍA Y GAS;-1;120.00;Increasing Salary Worker
ES0081765987321048123456;2023-11-02 11:00:00;ENERGÍA Y GAS;-1;150.00;Increasing Salary Worker
ES0081765987321048123456;2023-12-10 14:00:00;ENERGÍA Y GAS;-1;383.16;Increasing Salary Worker
ES0081765987321048123456;2024-01-22 18:00:00;ENERGÍA Y GAS;-1;450.00;Increasing Salary Worker
ES0081765987321048123456;2024-02-12 10:00:00;ENERGÍA Y GAS;-1;120.00;Increasing Salary Worker
ES0081765987321048123456;2024-03-03 12:00:00;ENERGÍA Y GAS;-1;502.00;Increasing Salary Worker
ES0081765987321048123456;2024-04-03 05:00:00;ENERGÍA Y GAS;-1;150.00;Increasing Salary Worker
ES0081765987321048123456;2024-05-23 19:00:00;ENERGÍA Y GAS;-1;100.00;Increasing Salary Worker
ES0081765987321048123456;2024-06-06 21:00:00;ENERGÍA Y GAS;-1;100.00;Increasing Salary Worker
ES0081765987321048123456;2024-07-22 13:00:00;ENERGÍA Y GAS;-1;350.00;Increasing Salary Worker
ES0081765987321048123456;2024-08-26 22:00:00;ENERGÍA Y GAS;-1;400.00;Increasing Salary Worker
ES0081765987321048123456;2024-09-05 22:00:00;ENERGÍA Y GAS;-1;120.00;Increasing Salary Worker
ES0081765987321048123456;2024-10-13 19:00:00;ENERGÍA Y GAS;-1;137.26;Increasing Salary Worker
ES0081765987321048123456;2024-11-12 11:00:00;ENERGÍA Y GAS;-1;150.00;Increasing Salary Worker
ES0081765987321048123456;2024-12-24 21:00:00;ENERGÍA Y GAS;-1;350.00;Increasing Salary Worker
ES0081765987321048123456;2025-01-28 10:00:00;ENERGÍA Y GAS;-1;417.57;Increasing Salary Worker
ES0081765987321048123456;2025-02-07 19:00:00;ENERGÍA Y GAS;-1;123.75;Increasing Salary Worker
ES0081765987321048123456;2025-03-04 12:00:00;ENERGÍA Y GAS;-1;149.78;Increasing Salary Worker
ES0081123456789012345678;2023-07-08 18:00:00;ESTANCO;-1;699.08;Heavy Investor
ES0081123456789012345678;2024-04-22 07:00:00;ESTANCO;-1;220.72;Heavy Investor
ES0081123456789012345678;2024-07-11 13:00:00;ESTANCO;-1;477.81;Heavy Investor
ES0081123456789012345678;2024-10-10 20:00:00;ESTANCO;-1;641.86;Heavy Investor
ES0081123456789012345678;2024-12-19 01:00:00;ESTANCO;-1;132.11;Heavy Investor
ES0081123456789012345678;2025-03-08 00:00:00;ESTANCO;-1;830.15;Heavy Investor
ES0081123456789012345678;2023-01-21 07:00:00;FONDOS DE INVERSIÓN;-1;16073.84;Heavy Investor
ES0081123456789012345678;2023-01-28 16:00:00;FONDOS DE INVERSIÓN;-1;17204.34;Heavy Investor
ES0081123456789012345678;2023-03-09 05:00:00;FONDOS DE INVERSIÓN;-1;14121.58;Heavy Investor
ES0081123456789012345678;2023-03-09 16:00:00;FONDOS DE INVERSIÓN;-1;11747.51;Heavy Investor
ES0081123456789012345678;2023-03-22 17:00:00;FONDOS DE INVERSIÓN;-1;14435.56;Heavy Investor
ES0081123456789012345678;2023-05-17 04:00:00;FONDOS DE INVERSIÓN;-1;11807.68;Heavy Investor
ES0081123456789012345678;2023-05-25 15:00:00;FONDOS DE INVERSIÓN;-1;19193.47;Heavy Investor
ES0081123456789012345678;2023-06-24 17:00:00;FONDOS DE INVERSIÓN;-1;19440.46;Heavy Investor
ES0081123456789012345678;2023-07-20 00:00:00;FONDOS DE INVERSIÓN;-1;5104.99;Heavy Investor
ES0081123456789012345678;2023-07-23 13:00:00;FONDOS DE INVERSIÓN;-1;16232.81;Heavy Investor
ES0081123456789012345678;2023-08-22 08:00:00;FONDOS DE INVERSIÓN;-1;16560.80;Heavy Investor
ES0081123456789012345678;2023-08-26 16:00:00;FONDOS DE INVERSIÓN;-1;13791.85;Heavy Investor
ES0081123456789012345678;2023-09-13 09:00:00;FONDOS DE INVERSIÓN;-1;12095.21;Heavy Investor
ES0081123456789012345678;2023-09-21 08:00:00;FONDOS DE INVERSIÓN;-1;7121.69;Heavy Investor
ES0081123456789012345678;2023-10-04 15:00:00;FONDOS DE INVERSIÓN;-1;10220.57;Heavy Investor
ES0081123456789012345678;2023-11-18 05:00:00;FONDOS DE INVERSIÓN;-1;17396.78;Heavy Investor
ES0081123456789012345678;2024-02-08 20:00:00;FONDOS DE INVERSIÓN;-1;15227.27;Heavy Investor
ES0081123456789012345678;2024-03-13 00:00:00;FONDOS DE INVERSIÓN;-1;6523.12;Heavy Investor
ES0081123456789012345678;2024-04-15 18:00:00;FONDOS DE INVERSIÓN;-1;7752.39;Heavy Investor
ES0081123456789012345678;2024-05-04 07:00:00;FONDOS DE INVERSIÓN;-1;9402.16;Heavy Investor
ES0081123456789012345678;2024-05-06 08:00:00;FONDOS DE INVERSIÓN;-1;19324.47;Heavy Investor
ES0081123456789012345678;2024-05-18 22:00:00;FONDOS DE INVERSIÓN;-1;10206.95;Heavy Investor
ES0081123456789012345678;2024-06-06 01:00:00;FONDOS DE INVERSIÓN;-1;19293.55;Heavy Investor
ES0081123456789012345678;2024-06-14 21:00:00;FONDOS DE INVERSIÓN;-1;566.90;Heavy Investor
ES0081123456789012345678;2024-06-21 05:00:00;FONDOS DE INVERSIÓN;-1;16218.77;Heavy Investor
ES0081123456789012345678;2024-07-12 08:00:00;FONDOS DE INVERSIÓN;-1;545.20;Heavy Investor
ES0081123456789012345678;2024-08-27 22:00:00;FONDOS DE INVERSIÓN;-1;8403.62;Heavy Investor
ES0081123456789012345678;2024-09-09 14:00:00;FONDOS DE INVERSIÓN;-1;17719.18;Heavy Investor
ES0081123456789012345678;2024-09-13 03:00:00;FONDOS DE INVERSIÓN;-1;494.19;Heavy Investor
ES0081123456789012345678;2024-10-07 09:00:00;FONDOS DE INVERSIÓN;-1;7611.43;Heavy Investor
ES0081123456789012345678;2024-11-12 18:00:00;FONDOS DE INVERSIÓN;-1;13776.49;Heavy Investor
ES0081123456789012345678;2024-11-13 17:00:00;FONDOS DE INVERSIÓN;-1;12745.37;Heavy Investor
ES0081123456789012345678;2024-12-12 04:00:00;FONDOS DE INVERSIÓN;-1;619.25;Heavy Investor
ES0081123456789012345678;2025-01-21 17:00:00;FONDOS DE INVERSIÓN;-1;254.62;Heavy Investor
ES0081123456789012345678;2025-02-05 18:00:00;FONDOS DE INVERSIÓN;-1;16081.56;Heavy Investor
ES0081123456789012345678;2025-03-13 18:00:00;FONDOS DE INVERSIÓN;-1;19543.54;Heavy Investor
ES0081123456789012345678;2025-03-22 08:00:00;FONDOS DE INVERSIÓN;-1;15290.75;Heavy Investor
ES0081123456789012345678;2025-03-25 11:00:00;FONDOS DE INVERSIÓN;-1;7001.29;Heavy Investor
ES0081123456789012345678;2025-04-04 18:00:00;FONDOS DE INVERSIÓN;-1;14109.85;Heavy Investor
ES0081123456789012345678;2025-04-09 17:00:00;FONDOS DE INVERSIÓN;-1;18560.71;Heavy Investor
ES0081123456789012345678;2025-04-13 17:00:00;FONDOS DE INVERSIÓN;-1;747.31;Heavy Investor
ES0081123456789012345678;2025-04-28 02:00:00;FONDOS DE INVERSIÓN;-1;9020.89;Heavy Investor
ES0081345678901234567890;2023-01-03 22:00:00;FONDOS DE INVERSIÓN;-1;363.49;Movimientos Duplicados
ES0081345678901234567890;2023-01-12 00:00:00;FONDOS DE INVERSIÓN;-1;551.27;Movimientos Duplicados
ES0081345678901234567890;2023-03-06 00:00:00;FONDOS DE INVERSIÓN;-1;927.48;Movimientos Duplicados
ES0081345678901234567890;2023-03-15 01:00:00;FONDOS DE INVERSIÓN;-1;370.47;Movimientos Duplicados
ES0081345678901234567890;2023-05-12 22:00:00;FONDOS DE INVERSIÓN;-1;832.08;Movimientos Duplicados
ES0081345678901234567890;2023-05-15 02:00:00;FONDOS DE INVERSIÓN;-1;463.88;Movimientos Duplicados
ES0081345678901234567890;2023-05-28 22:00:00;FONDOS DE INVERSIÓN;-1;628.47;Movimientos Duplicados
ES0081345678901234567890;2023-06-22 01:00:00;FONDOS DE INVERSIÓN;-1;505.80;Movimientos Duplicados
ES0081345678901234567890;2023-07-25 22:00:00;FONDOS DE INVERSIÓN;-1;441.57;Movimientos Duplicados
ES0081345678901234567890;2023-08-06 00:00:00;FONDOS DE INVERSIÓN;-1;360.04;Movimientos Duplicados
ES0081345678901234567890;2023-08-22 22:00:00;FONDOS DE INVERSIÓN;-1;534.47;Movimientos Duplicados
ES0081345678901234567890;2023-09-05 22:00:00;FONDOS DE INVERSIÓN;-1;778.11;Movimientos Duplicados
ES0081345678901234567890;2023-09-26 22:00:00;FONDOS DE INVERSIÓN;-1;849.02;Movimientos Duplicados
ES0081345678901234567890;2023-10-22 02:00:00;FONDOS DE INVERSIÓN;-1;299.06;Movimientos Duplicados
ES0081345678901234567890;2023-11-08 22:00:00;FONDOS DE INVERSIÓN;-1;649.84;Movimientos Duplicados
ES0081345678901234567890;2023-11-09 02:00:00;FONDOS DE INVERSIÓN;-1;96.98;Movimientos Duplicados
ES0081345678901234567890;2023-12-11 01:00:00;FONDOS DE INVERSIÓN;-1;548.20;Movimientos Duplicados
ES0081345678901234567890;2023-12-13 00:00:00;FONDOS DE INVERSIÓN;-1;974.29;Movimientos Duplicados
ES0081345678901234567890;2024-02-08 22:00:00;FONDOS DE INVERSIÓN;-1;727.22;Movimientos Duplicados
ES0081345678901234567890;2024-03-14 22:00:00;FONDOS DE INVERSIÓN;-1;954.27;Movimientos Duplicados
ES0081345678901234567890;2024-05-04 01:00:00;FONDOS DE INVERSIÓN;-1;463.87;Movimientos Duplicados
ES0081345678901234567890;2024-06-13 22:00:00;FONDOS DE INVERSIÓN;-1;394.08;Movimientos Duplicados
ES0081345678901234567890;2024-06-19 00:00:00;FONDOS DE INVERSIÓN;-1;405.50;Movimientos Duplicados
ES0081345678901234567890;2024-06-23 22:00:00;FONDOS DE INVERSIÓN;-1;976.20;Movimientos Duplicados
ES0081345678901234567890;2024-07-07 00:00:00;FONDOS DE INVERSIÓN;-1;903.13;Movimientos Duplicados
ES0081345678901234567890;2024-07-12 22:00:00;FONDOS DE INVERSIÓN;-1;781.95;Movimientos Duplicados
ES0081345678901234567890;2024-08-17 01:00:00;FONDOS DE INVERSIÓN;-1;156.38;Movimientos Duplicados
ES0081345678901234567890;2024-09-03 22:00:00;FONDOS DE INVERSIÓN;-1;560.70;Movimientos Duplicados
ES0081345678901234567890;2024-10-03 22:00:00;FONDOS DE INVERSIÓN;-1;700.99;Movimientos Duplicados
ES0081345678901234567890;2024-10-26 22:00:00;FONDOS DE INVERSIÓN;-1;366.19;Movimientos Duplicados
ES0081345678901234567890;2024-10-26 22:00:00;FONDOS DE INVERSIÓN;-1;192.83;Movimientos Duplicados
ES0081345678901234567890;2025-01-05 22:00:00;FONDOS DE INVERSIÓN;-1;878.80;Movimientos Duplicados
ES0081345678901234567890;2025-01-09 02:00:00;FONDOS DE INVERSIÓN;-1;235.47;Movimientos Duplicados
ES0081345678901234567890;2025-02-08 22:00:00;FONDOS DE INVERSIÓN;-1;867.69;Movimientos Duplicados
ES0081345678901234567890;2025-02-11 02:00:00;FONDOS DE INVERSIÓN;-1;153.18;Movimientos Duplicados
ES0081345678901234567890;2025-02-28 01:00:00;FONDOS DE INVERSIÓN;-1;75.87;Movimientos Duplicados
ES0081345678901234567890;2025-03-09 22:00:00;FONDOS DE INVERSIÓN;-1;478.82;Movimientos Duplicados
ES0081345678901234567890;2025-04-05 01:00:00;FONDOS DE INVERSIÓN;-1;385.06;Movimientos Duplicados
ES0081345678901234567890;2025-04-27 22:00:00;FONDOS DE INVERSIÓN;-1;130.31;Movimientos Duplicados
ES0081123456789012345678;2023-01-19 10:00:00;GASTOS DE ALQUILER;-1;310.99;Heavy Investor
ES0081123456789012345678;2023-03-21 08:00:00;GASTOS DE ALQUILER;-1;217.04;Heavy Investor
ES0081123456789012345678;2023-05-19 21:00:00;GASTOS DE ALQUILER;-1;599.47;Heavy Investor
ES0081123456789012345678;2025-02-09 13:00:00;GASTOS DE ALQUILER;-1;237.49;Heavy Investor
ES0081765987321048123456;2025-02-19 04:00:00;GASTOS DE ALQUILER;-1;847.96;Increasing Salary Worker
ES0081123456789012345678;2024-09-11 11:00:00;HIPOTECA;-1;802.33;Heavy Investor
ES0081123456789012345678;2024-09-15 06:00:00;HIPOTECA;-1;260.00;Heavy Investor
ES0081123456789012345678;2023-04-07 17:00:00;HOGAR;-1;899.80;Heavy Investor
ES0081123456789012345678;2023-01-06 04:00:00;INGRESO EFECTIVO;1;498.95;Heavy Investor
ES0081123456789012345678;2023-12-13 02:00:00;INGRESO EFECTIVO;1;480.72;Heavy Investor
ES0081123456789012345678;2024-03-17 16:00:00;INGRESO EFECTIVO;1;935.56;Heavy Investor
ES0081123456789012345678;2024-05-05 06:00:00;INGRESO EFECTIVO;1;247.34;Heavy Investor
ES0081123456789012345678;2024-12-06 20:00:00;INGRESO EFECTIVO;1;927.20;Heavy Investor
ES0081123456789012345678;2025-04-18 00:00:00;INGRESO EFECTIVO;1;582.64;Heavy Investor
ES0081123456789012345678;2023-02-20 22:00:00;INGRESOS DE ALQUILER;1;931.37;Heavy Investor
ES0081123456789012345678;2023-03-24 08:00:00;INGRESOS DE ALQUILER;1;992.21;Heavy Investor
ES0081123456789012345678;2024-12-23 15:00:00;INGRESOS DE ALQUILER;1;130.74;Heavy Investor
ES0081123456789012345678;2023-08-17 11:00:00;JOYAS Y COMPLEMENTOS;-1;272.77;Heavy Investor
ES0081123456789012345678;2023-09-06 21:00:00;JOYAS Y COMPLEMENTOS;-1;821.86;Heavy Investor
ES0081123456789012345678;2023-09-26 00:00:00;JOYAS Y COMPLEMENTOS;-1;554.54;Heavy Investor
ES0081123456789012345678;2024-11-28 12:00:00;JOYAS Y COMPLEMENTOS;-1;939.94;Heavy Investor
ES0081765987321048123456;2024-07-26 04:00:00;JOYAS Y COMPLEMENTOS;-1;866.49;Increasing Salary Worker
ES0081123456789012345678;2023-06-14 07:00:00;LOTERÍAS Y APUESTAS;-1;763.86;Heavy Investor
ES0081123456789012345678;2023-10-11 13:00:00;LOTERÍAS Y APUESTAS;-1;771.28;Heavy Investor
ES0081123456789012345678;2024-05-22 12:00:00;LOTERÍAS Y APUESTAS;-1;293.74;Heavy Investor
ES0081345678901234567890;2023-01-14 22:00:00;LOTERÍAS Y APUESTAS;-1;258.25;Movimientos Duplicados
ES0081345678901234567890;2023-01-24 02:00:00;LOTERÍAS Y APUESTAS;-1;131.60;Movimientos Duplicados
ES0081345678901234567890;2023-03-19 00:00:00;LOTERÍAS Y APUESTAS;-1;802.23;Movimientos Duplicados
ES0081345678901234567890;2023-04-12 22:00:00;LOTERÍAS Y APUESTAS;-1;532.33;Movimientos Duplicados
ES0081345678901234567890;2023-04-14 22:00:00;LOTERÍAS Y APUESTAS;-1;466.80;Movimientos Duplicados
ES0081345678901234567890;2023-04-28 22:00:00;LOTERÍAS Y APUESTAS;-1;856.45;Movimientos Duplicados
ES0081345678901234567890;2023-07-04 01:00:00;LOTERÍAS Y APUESTAS;-1;818.21;Movimientos Duplicados
ES0081345678901234567890;2023-09-06 01:00:00;LOTERÍAS Y APUESTAS;-1;218.61;Movimientos Duplicados
ES0081345678901234567890;2023-10-08 22:00:00;LOTERÍAS Y APUESTAS;-1;309.92;Movimientos Duplicados
ES0081345678901234567890;2023-12-02 22:00:00;LOTERÍAS Y APUESTAS;-1;437.80;Movimientos Duplicados
ES0081345678901234567890;2024-01-02 02:00:00;LOTERÍAS Y APUESTAS;-1;402.92;Movimientos Duplicados
ES0081345678901234567890;2024-02-24 02:00:00;LOTERÍAS Y APUESTAS;-1;679.40;Movimientos Duplicados
ES0081345678901234567890;2024-03-14 22:00:00;LOTERÍAS Y APUESTAS;-1;940.43;Movimientos Duplicados
ES0081345678901234567890;2024-06-13 22:00:00;LOTERÍAS Y APUESTAS;-1;130.00;Movimientos Duplicados
ES0081345678901234567890;2024-07-16 00:00:00;LOTERÍAS Y APUESTAS;-1;248.41;Movimientos Duplicados
ES0081345678901234567890;2024-08-02 02:00:00;LOTERÍAS Y APUESTAS;-1;343.53;Movimientos Duplicados
ES0081345678901234567890;2024-08-26 02:00:00;LOTERÍAS Y APUESTAS;-1;128.31;Movimientos Duplicados
ES0081345678901234567890;2024-09-17 00:00:00;LOTERÍAS Y APUESTAS;-1;995.72;Movimientos Duplicados
ES0081345678901234567890;2024-09-27 02:00:00;LOTERÍAS Y APUESTAS;-1;759.98;Movimientos Duplicados
ES0081345678901234567890;2024-11-17 22:00:00;LOTERÍAS Y APUESTAS;-1;915.80;Movimientos Duplicados
ES0081345678901234567890;2025-02-17 22:00:00;LOTERÍAS Y APUESTAS;-1;576.70;Movimientos Duplicados
ES0081345678901234567890;2025-03-02 22:00:00;LOTERÍAS Y APUESTAS;-1;833.01;Movimientos Duplicados
ES0081345678901234567890;2025-03-14 22:00:00;LOTERÍAS Y APUESTAS;-1;219.04;Movimientos Duplicados
ES0081345678901234567890;2025-04-03 00:00:00;LOTERÍAS Y APUESTAS;-1;470.86;Movimientos Duplicados
ES0081123456789012345678;2023-01-20 13:00:00;MATERIAL DEPORTIVO;-1;999.18;Heavy Investor
ES0081123456789012345678;2023-07-07 04:00:00;MATERIAL DEPORTIVO;-1;598.28;Heavy Investor
ES0081123456789012345678;2024-05-18 11:00:00;MATERIAL DEPORTIVO;-1;244.03;Heavy Investor
ES0081123456789012345678;2024-12-08 05:00:00;MATERIAL DEPORTIVO;-1;649.94;Heavy Investor
ES0081345678901234567890;2023-08-13 13:00:00;MATERIAL DEPORTIVO;-1;157.87;Movimientos Duplicados
ES0081123456789012345678;2023-03-15 00:00:00;MUSICA E INSTRUMENTOS;-1;942.85;Heavy Investor
ES0081123456789012345678;2023-07-25 01:00:00;MUSICA E INSTRUMENTOS;-1;121.07;Heavy Investor
ES0081123456789012345678;2024-04-10 01:00:00;MUSICA E INSTRUMENTOS;-1;419.30;Heavy Investor
ES0081123456789012345678;2025-04-07 04:00:00;MUSICA E INSTRUMENTOS;-1;342.02;Heavy Investor
ES0081345678901234567890;2024-02-19 15:00:00;MUSICA E INSTRUMENTOS;-1;555.00;Movimientos Duplicados
ES0081123456789012345678;2023-03-12 08:00:00;NEOBANCOS;-1;518.97;Heavy Investor
ES0081123456789012345678;2025-01-07 11:00:00;NEOBANCOS;-1;970.24;Heavy Investor
ES0081123456789012345678;2025-04-14 12:00:00;NEOBANCOS;-1;428.32;Heavy Investor
ES0081123456789012345678;2023-01-05 09:00:00;NOMINA;1;12000.00;Heavy Investor
